# Output_case2_3p\output_voltage_566.csv run at 2000-01-01 09:26:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus204,224.254836,-0.526843,225.623015,3.639540,237.268379,1.560530
Bus205,220.250191,-0.524243,223.647390,3.636328,235.896231,1.562854
Bus206,226.473413,-0.528924,227.804020,3.638658,238.580861,1.558683
Bus207,226.601569,-0.529023,227.778688,3.638656,238.581985,1.558634
Bus208,226.627934,-0.529307,227.971385,3.638926,237.416608,1.560024
Bus209,226.627354,-0.529294,227.969248,3.638917,237.614749,1.559818
Bus210,224.174755,-0.526752,226.311639,3.638794,237.454045,1.561011
Bus211,223.879144,-0.526454,226.289053,3.638774,237.431919,1.560971
Bus212,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus213,224.268470,-0.527230,226.213488,3.639224,236.678003,1.560919
Bus214,224.255058,-0.526842,225.603129,3.639562,237.268435,1.560529
Bus215,219.980797,-0.524069,223.463997,3.636157,235.788714,1.562980
Bus216,226.079591,-0.528495,227.805325,3.638633,238.585140,1.558699
Bus217,226.615699,-0.528965,227.733689,3.638639,238.586372,1.558556
Bus218,226.627367,-0.529294,227.969297,3.638917,237.610197,1.559823
Bus219,224.174755,-0.526752,226.311639,3.638794,237.454045,1.561011
Bus220,223.813953,-0.526382,226.289271,3.638770,237.432628,1.560973
Bus221,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus222,224.268593,-0.527233,226.213940,3.639226,236.636061,1.560963
Bus223,224.255484,-0.526840,225.564876,3.639604,237.268541,1.560527
Bus224,219.745934,-0.523916,223.304113,3.636007,235.694979,1.563090
Bus225,225.909834,-0.528309,227.805888,3.638622,238.586984,1.558706
Bus226,226.620744,-0.528945,227.717621,3.638633,238.587939,1.558528
Bus227,226.627378,-0.529295,227.969336,3.638918,237.606559,1.559826
Bus228,223.808394,-0.526376,226.289290,3.638770,237.432688,1.560973
Bus229,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus230,224.268689,-0.527235,226.214296,3.639227,236.603031,1.560997
Bus231,224.255696,-0.526839,225.545837,3.639625,237.268594,1.560525
Bus232,219.586173,-0.523812,223.195355,3.635905,235.631217,1.563165
Bus233,226.630527,-0.528908,226.838473,3.639586,238.590414,1.558475
Bus234,226.620744,-0.528945,227.717621,3.638633,238.587939,1.558528
Bus235,226.627394,-0.529295,227.969396,3.638918,237.601006,1.559832
Bus236,223.805827,-0.526373,226.289299,3.638770,237.432716,1.560974
Bus237,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus238,224.268756,-0.527236,226.214543,3.639228,236.580120,1.561021
Bus239,224.255847,-0.526839,225.532318,3.639640,237.268632,1.560525
Bus240,219.481224,-0.523743,223.123912,3.635838,235.589332,1.563214
Bus241,226.631948,-0.528902,226.710818,3.639725,238.590773,1.558467
Bus242,226.627413,-0.529295,227.969466,3.638918,237.594497,1.559839
Bus243,223.803081,-0.526370,226.289308,3.638770,237.432746,1.560974
Bus244,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus245,224.268823,-0.527238,226.214789,3.639229,236.557264,1.561045
Bus246,224.257571,-0.526832,225.377669,3.639809,237.269063,1.560515
Bus247,219.255361,-0.523596,222.970157,3.635694,235.499191,1.563320
Bus248,226.634129,-0.528894,226.514911,3.639938,238.591325,1.558455
Bus249,226.634129,-0.528894,226.514911,3.639938,238.591325,1.558455
Bus250,226.627443,-0.529296,227.969574,3.638919,237.584499,1.559849
Bus251,223.800457,-0.526367,226.289317,3.638769,237.432774,1.560974
Bus252,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus253,224.268920,-0.527240,226.215149,3.639231,236.523826,1.561080
Bus254,224.258080,-0.526830,225.332067,3.639859,237.269190,1.560512
Bus255,219.080768,-0.523399,222.970757,3.635683,235.501086,1.563327
Bus256,219.120279,-0.523509,222.866765,3.635627,235.434674,1.563371
Bus257,226.627550,-0.529298,227.969968,3.638920,237.547913,1.559887
Bus258,223.797534,-0.526364,226.289326,3.638769,237.432806,1.560974
Bus259,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus260,224.269288,-0.527248,226.216504,3.639236,236.398068,1.561211
Bus261,224.258193,-0.526830,225.321865,3.639870,237.269219,1.560512
Bus262,219.056634,-0.523372,222.970840,3.635681,235.501348,1.563328
Bus263,218.613760,-0.523183,222.479069,3.635375,235.192749,1.563563
Bus264,226.628072,-0.529310,227.971889,3.638928,237.369858,1.560073
Bus265,223.791500,-0.526357,226.289346,3.638769,237.432872,1.560974
Bus266,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus267,224.269373,-0.527250,226.216820,3.639237,236.368716,1.561242
Bus268,224.259627,-0.526824,225.193279,3.640011,237.269578,1.560504
Bus269,224.258243,-0.526830,225.317452,3.639875,237.269231,1.560512
Bus270,219.045539,-0.523360,222.970878,3.635680,235.501469,1.563329
Bus271,218.614200,-0.523193,222.480694,3.635382,235.040987,1.563722
Bus272,218.442027,-0.523039,222.343242,3.635266,235.128454,1.563616
Bus273,223.785215,-0.526350,226.289368,3.638768,237.432940,1.560974
Bus274,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus275,224.269413,-0.527251,226.216965,3.639238,236.355269,1.561256
Bus276,224.261047,-0.526819,225.065851,3.640151,237.269933,1.560496
Bus277,224.258300,-0.526829,225.312278,3.639880,237.269246,1.560511
Bus278,219.032361,-0.523345,222.970923,3.635679,235.501612,1.563329
Bus279,218.614232,-0.523194,222.480812,3.635382,235.029956,1.563734
Bus280,217.819534,-0.522513,221.850893,3.634871,234.895388,1.563806
Bus281,223.761318,-0.526324,226.289447,3.638767,237.433200,1.560975
Bus282,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus283,224.269438,-0.527251,226.217061,3.639238,236.346429,1.561265
Bus284,224.258352,-0.526829,225.307602,3.639886,237.269259,1.560511
Bus285,219.012029,-0.523322,222.970993,3.635678,235.501833,1.563330
Bus286,218.614258,-0.523195,222.480909,3.635383,235.020864,1.563744
Bus287,217.541175,-0.522085,221.724306,3.634512,234.936766,1.563989
Bus288,217.762007,-0.522497,221.776055,3.634910,234.827333,1.563799
Bus289,223.634448,-0.526184,226.289872,3.638759,237.434578,1.560981
Bus290,224.267285,-0.527204,226.209114,3.639206,237.084131,1.560497
Bus291,224.269529,-0.527253,226.217395,3.639240,236.315368,1.561297
Bus292,224.269450,-0.527252,226.217102,3.639238,236.342601,1.561269
Bus293,224.258405,-0.526829,225.302867,3.639891,237.269272,1.560511
Bus294,218.993912,-0.523301,222.971055,3.635677,235.502029,1.563331
Bus295,218.614295,-0.523195,222.481048,3.635383,235.007949,1.563757
Bus296,217.413066,-0.521887,221.666050,3.634347,234.955813,1.564074
Bus297,217.520913,-0.522430,221.462416,3.635075,234.542116,1.563772
Bus298,224.269571,-0.527254,226.217549,3.639240,236.301100,1.561312
Bus299,224.269458,-0.527252,226.217131,3.639239,236.339891,1.561272
Bus300,224.258462,-0.526829,225.297775,3.639896,237.269286,1.560510
Bus301,218.979827,-0.523286,222.971103,3.635676,235.502182,1.563331
Bus302,218.614464,-0.523199,222.481669,3.635386,234.949942,1.563818
Bus303,216.576383,-0.520591,221.285633,3.633266,235.080287,1.564626
Bus304,217.467694,-0.522415,221.393184,3.635111,234.479157,1.563766
Bus305,224.269641,-0.527256,226.217809,3.639241,236.276952,1.561338
Bus306,224.269467,-0.527252,226.217165,3.639239,236.336737,1.561275
Bus307,224.258791,-0.526828,225.268246,3.639929,237.269368,1.560509
Bus308,218.962294,-0.523266,222.971164,3.635675,235.502373,1.563332
Bus309,218.614496,-0.523200,222.481788,3.635386,234.938775,1.563830
Bus310,216.513905,-0.520494,221.257229,3.633185,235.089587,1.564667
Bus311,217.450011,-0.522410,221.370180,3.635123,234.458237,1.563764
Bus312,224.269777,-0.527259,226.218308,3.639243,236.230602,1.561386
Bus313,224.269484,-0.527252,226.217230,3.639239,236.330706,1.561281
Bus314,224.260184,-0.526822,225.143352,3.640066,237.269717,1.560501
Bus315,218.944160,-0.523245,222.971226,3.635674,235.502569,1.563333
Bus316,218.614520,-0.523200,222.481877,3.635387,234.930507,1.563838
Bus317,216.463517,-0.520436,221.257406,3.633182,235.090133,1.564670
Bus318,215.775536,-0.519129,220.690645,3.632501,235.126716,1.564890
Bus319,217.440781,-0.522407,221.358173,3.635130,234.447318,1.563763
Bus320,224.270175,-0.527268,226.219778,3.639249,236.094142,1.561529
Bus321,224.269552,-0.527254,226.217479,3.639240,236.307574,1.561306
Bus322,218.922770,-0.523221,222.971299,3.635672,235.502802,1.563334
Bus323,218.614548,-0.523201,222.481979,3.635387,234.920983,1.563848
Bus324,216.204014,-0.520141,221.258319,3.633165,235.092945,1.564680
Bus325,215.421337,-0.518471,220.418778,3.632171,235.144538,1.564997
Bus326,217.432881,-0.522405,221.347895,3.635135,234.437972,1.563762
Bus327,224.269782,-0.527259,226.218330,3.639244,236.228636,1.561388
Bus328,218.910581,-0.523207,222.971341,3.635672,235.502934,1.563334
Bus329,218.614575,-0.523202,222.482080,3.635388,234.911535,1.563858
Bus330,216.113421,-0.520038,221.258638,3.633159,235.093927,1.564684
Bus331,215.422266,-0.518493,220.422251,3.632186,234.818821,1.565339
Bus332,214.723032,-0.516843,219.839375,3.631287,235.351274,1.565037
Bus333,217.423895,-0.522403,221.336206,3.635141,234.427341,1.563761
Bus334,218.855514,-0.523145,222.971530,3.635668,235.503532,1.563337
Bus335,218.614816,-0.523207,222.482969,3.635391,234.828538,1.563946
Bus336,215.916260,-0.519813,221.259331,3.633147,235.096063,1.564693
Bus337,215.422634,-0.518501,220.423626,3.632192,234.689828,1.565475
Bus338,214.725974,-0.516832,219.579503,3.631579,235.351951,1.565021
Bus339,214.584645,-0.516591,219.767625,3.631092,235.385954,1.565108
Bus340,217.416816,-0.522401,221.326996,3.635146,234.418967,1.563760
Bus341,218.834084,-0.523121,222.971604,3.635667,235.503765,1.563337
Bus342,218.615308,-0.523218,222.484786,3.635399,234.658887,1.564124
Bus343,215.835481,-0.519720,221.259616,3.633142,235.096939,1.564696
Bus344,215.878228,-0.519769,221.259465,3.633144,235.096475,1.564694
Bus345,214.727452,-0.516826,219.448858,3.631726,235.352291,1.565013
Bus346,214.466098,-0.516376,219.706163,3.630924,235.415665,1.565168
Bus347,217.410881,-0.522399,221.319276,3.635150,234.411945,1.563759
Bus348,218.826639,-0.523113,222.971629,3.635666,235.503846,1.563338
Bus349,215.714614,-0.519582,221.260041,3.633134,235.098249,1.564701
Bus350,215.872933,-0.519763,221.259484,3.633144,235.096533,1.564694
Bus351,214.727590,-0.516825,219.436701,3.631740,235.352323,1.565012
Bus352,214.382718,-0.516224,219.662934,3.630806,235.436565,1.565210
Bus353,217.405525,-0.522397,221.312309,3.635154,234.405610,1.563759
Bus354,218.821030,-0.523106,222.971649,3.635666,235.503906,1.563338
Bus355,215.867182,-0.519756,221.259504,3.633144,235.096595,1.564695
Bus356,214.727647,-0.516825,219.431680,3.631745,235.352336,1.565012
Bus357,214.277372,-0.516032,219.608317,3.630657,235.462973,1.565264
Bus358,217.401093,-0.522396,221.306543,3.635157,234.400366,1.563758
Bus359,218.816927,-0.523102,222.971663,3.635666,235.503951,1.563338
Bus360,215.862144,-0.519751,221.259522,3.633143,235.096650,1.564695
Bus361,214.727687,-0.516825,219.428137,3.631749,235.352345,1.565012
Bus362,214.211367,-0.515911,219.574097,3.630564,235.479521,1.565297
Bus363,217.395951,-0.522395,221.299854,3.635160,234.394284,1.563758
Bus364,218.814843,-0.523099,222.971670,3.635666,235.503974,1.563338
Bus365,215.856791,-0.519745,221.259541,3.633143,235.096708,1.564695
Bus366,214.727728,-0.516825,219.424514,3.631753,235.352355,1.565012
Bus367,214.110015,-0.515726,219.521553,3.630420,235.504931,1.565349
Bus368,217.390300,-0.522393,221.292503,3.635164,234.387598,1.563757
Bus369,218.811779,-0.523096,222.971680,3.635665,235.504007,1.563338
Bus370,215.849152,-0.519736,221.259568,3.633142,235.096791,1.564695
Bus371,214.727776,-0.516825,219.420238,3.631758,235.352366,1.565011
Bus372,214.008987,-0.515541,219.469176,3.630277,235.530264,1.565400
Bus373,217.359492,-0.522385,221.252425,3.635185,234.351152,1.563753
Bus374,218.806644,-0.523090,222.971698,3.635665,235.504063,1.563339
Bus375,215.839865,-0.519725,221.259600,3.633142,235.096891,1.564696
Bus376,214.727837,-0.516824,219.414844,3.631764,235.352380,1.565011
Bus377,213.895639,-0.515334,219.410414,3.630116,235.558688,1.565458
Bus378,217.121874,-0.522200,220.931217,3.635262,234.134703,1.563685
Bus379,217.359639,-0.522388,221.252966,3.635188,234.300571,1.563807
Bus380,218.783737,-0.523064,222.971777,3.635664,235.504311,1.563340
Bus381,215.782302,-0.519659,221.259803,3.633138,235.097515,1.564698
Bus382,214.727892,-0.516824,219.410014,3.631770,235.352393,1.565011
