# file...... Output_EVs_20kW\Load1_voltage.csv
# date...... Thu Mar 03 17:59:22 2016
# user...... Gregorio
# host...... (null)
# target.... load 920
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_A
2000-01-01 02:42:00 EST,+252.034-29.999d
2000-01-01 02:43:00 EST,+252.033-29.9977d
2000-01-01 02:44:00 EST,+252.031-29.9965d
2000-01-01 02:45:00 EST,+252.057-29.9979d
2000-01-01 02:46:00 EST,+252.058-29.9952d
2000-01-01 02:47:00 EST,+252.057-29.9921d
2000-01-01 02:48:00 EST,+252.082-29.9921d
2000-01-01 02:49:00 EST,+252.083-29.9929d
2000-01-01 02:50:00 EST,+252.099-29.9927d
2000-01-01 02:51:00 EST,+252.094-29.9928d
2000-01-01 02:52:00 EST,+252.1-29.992d
2000-01-01 02:53:00 EST,+252.12-29.9928d
2000-01-01 02:54:00 EST,+252.098-29.9932d
2000-01-01 02:55:00 EST,+252.111-29.9928d
2000-01-01 02:56:00 EST,+252.124-29.9938d
2000-01-01 02:57:00 EST,+252.114-29.9935d
2000-01-01 02:58:00 EST,+252.114-29.9935d
2000-01-01 02:59:00 EST,+252.102-29.9919d
2000-01-01 03:00:00 EST,+252.102-29.9911d
2000-01-01 03:01:00 EST,+252.102-29.9933d
2000-01-01 03:02:00 EST,+252.107-29.9952d
2000-01-01 03:03:00 EST,+252.092-29.9957d
2000-01-01 03:04:00 EST,+252.085-29.9978d
2000-01-01 03:05:00 EST,+252.076-29.9975d
2000-01-01 03:06:00 EST,+252.071-29.9984d
2000-01-01 03:07:00 EST,+252.07-29.9983d
2000-01-01 03:08:00 EST,+252.077-29.9997d
2000-01-01 03:09:00 EST,+252.068-30.0026d
2000-01-01 03:10:00 EST,+252.051-30.0036d
2000-01-01 03:11:00 EST,+252.06-30.0053d
2000-01-01 03:12:00 EST,+252.06-30.0061d
2000-01-01 03:13:00 EST,+252.06-30.0061d
2000-01-01 03:14:00 EST,+252.045-30.0061d
2000-01-01 03:15:00 EST,+252.044-30.0048d
2000-01-01 03:16:00 EST,+252.066-30.006d
2000-01-01 03:17:00 EST,+252.078-30.0071d
2000-01-01 03:18:00 EST,+252.081-30.0036d
2000-01-01 03:19:00 EST,+252.065-30.0024d
2000-01-01 03:20:00 EST,+252.065-30.0028d
2000-01-01 03:21:00 EST,+252.073-30.0043d
2000-01-01 03:22:00 EST,+252.08-30.0051d
2000-01-01 03:23:00 EST,+252.064-30.0036d
2000-01-01 03:24:00 EST,+252.069-30.0029d
2000-01-01 03:25:00 EST,+252.053-30.0018d
2000-01-01 03:26:00 EST,+252.057-30.0018d
2000-01-01 03:27:00 EST,+252.057-30.0228d
2000-01-01 03:28:00 EST,+252.045-30.0225d
2000-01-01 03:29:00 EST,+252.045-30.0232d
2000-01-01 03:30:00 EST,+252.045-30.0224d
2000-01-01 03:31:00 EST,+252.028-30.022d
2000-01-01 03:32:00 EST,+252.026-30.0238d
2000-01-01 03:33:00 EST,+252.025-30.0243d
2000-01-01 03:34:00 EST,+252.016-30.0239d
2000-01-01 03:35:00 EST,+252.015-30.0227d
2000-01-01 03:36:00 EST,+252.023-30.0236d
2000-01-01 03:37:00 EST,+252.047-30.0243d
2000-01-01 03:38:00 EST,+252.045-30.0246d
2000-01-01 03:39:00 EST,+252.053-30.0252d
2000-01-01 03:40:00 EST,+252.046-30.0276d
2000-01-01 03:41:00 EST,+252.038-30.0264d
2000-01-01 03:42:00 EST,+252.038-30.0264d
2000-01-01 03:43:00 EST,+252.045-30.0263d
2000-01-01 03:44:00 EST,+252.023-30.0239d
2000-01-01 03:45:00 EST,+252.042-30.0244d
2000-01-01 03:46:00 EST,+252.041-30.0245d
2000-01-01 03:47:00 EST,+252.048-30.0025d
2000-01-01 03:48:00 EST,+252.043-30.0023d
2000-01-01 03:49:00 EST,+252.052-30.0027d
2000-01-01 03:50:00 EST,+252.064-30.003d
2000-01-01 03:51:00 EST,+252.065-30.0037d
2000-01-01 03:52:00 EST,+252.062-30.0028d
2000-01-01 03:53:00 EST,+252.078-30.002d
2000-01-01 03:54:00 EST,+252.07-30.0012d
2000-01-01 03:55:00 EST,+252.078-30d
2000-01-01 03:56:00 EST,+252.07-29.9986d
2000-01-01 03:57:00 EST,+252.06-29.9986d
2000-01-01 03:58:00 EST,+252.061-29.9975d
2000-01-01 03:59:00 EST,+252.036-29.9972d
2000-01-01 04:00:00 EST,+252.031-29.9963d
2000-01-01 04:01:00 EST,+252.052-29.9935d
2000-01-01 04:02:00 EST,+252.033-29.9925d
2000-01-01 04:03:00 EST,+252.045-29.9921d
2000-01-01 04:04:00 EST,+252.054-29.9906d
2000-01-01 04:05:00 EST,+252.052-29.991d
2000-01-01 04:06:00 EST,+252.078-29.9931d
2000-01-01 04:07:00 EST,+252.068-29.9917d
2000-01-01 04:08:00 EST,+252.058-29.9904d
2000-01-01 04:09:00 EST,+252.062-29.9889d
2000-01-01 04:10:00 EST,+252.062-29.9889d
2000-01-01 04:11:00 EST,+252.055-29.9888d
2000-01-01 04:12:00 EST,+252.053-29.99d
2000-01-01 04:13:00 EST,+252.051-29.9915d
2000-01-01 04:14:00 EST,+252.071-29.9936d
2000-01-01 04:15:00 EST,+252.087-29.994d
2000-01-01 04:16:00 EST,+252.09-29.9948d
2000-01-01 04:17:00 EST,+252.091-29.9979d
2000-01-01 04:18:00 EST,+252.077-29.9985d
2000-01-01 04:19:00 EST,+252.077-29.9985d
2000-01-01 04:20:00 EST,+252.072-29.9994d
2000-01-01 04:21:00 EST,+252.074-30.0006d
2000-01-01 04:22:00 EST,+252.075-30.002d
2000-01-01 04:23:00 EST,+252.086-30.0032d
2000-01-01 04:24:00 EST,+252.096-30.0042d
2000-01-01 04:25:00 EST,+252.102-30.0061d
2000-01-01 04:26:00 EST,+252.096-30.0059d
2000-01-01 04:27:00 EST,+252.096-30.0059d
2000-01-01 04:28:00 EST,+252.095-30.0044d
2000-01-01 04:29:00 EST,+252.091-30.0043d
2000-01-01 04:30:00 EST,+252.078-30.0056d
2000-01-01 04:31:00 EST,+252.078-30.0041d
2000-01-01 04:32:00 EST,+252.086-30.0036d
2000-01-01 04:33:00 EST,+252.076-30.0046d
2000-01-01 04:34:00 EST,+252.077-30.0046d
2000-01-01 04:35:00 EST,+252.076-30.0034d
2000-01-01 04:36:00 EST,+252.069-30.0032d
2000-01-01 04:37:00 EST,+252.049-30.0027d
2000-01-01 04:38:00 EST,+252.046-30.0004d
2000-01-01 04:39:00 EST,+252.044-30.0001d
2000-01-01 04:40:00 EST,+252.05-30.0007d
2000-01-01 04:41:00 EST,+252.05-30.0007d
2000-01-01 04:42:00 EST,+252.054-29.9992d
2000-01-01 04:43:00 EST,+252.049-29.9989d
2000-01-01 04:44:00 EST,+252.064-29.9979d
2000-01-01 04:45:00 EST,+252.067-29.9974d
2000-01-01 04:46:00 EST,+252.067-29.9974d
2000-01-01 04:47:00 EST,+252.057-29.9964d
2000-01-01 04:48:00 EST,+252.072-29.9968d
2000-01-01 04:49:00 EST,+252.06-29.9976d
2000-01-01 04:50:00 EST,+252.073-29.999d
2000-01-01 04:51:00 EST,+252.07-29.9993d
2000-01-01 04:52:00 EST,+252.068-29.9981d
2000-01-01 04:53:00 EST,+252.066-29.9968d
2000-01-01 04:54:00 EST,+252.067-29.9978d
2000-01-01 04:55:00 EST,+252.071-29.9994d
2000-01-01 04:56:00 EST,+252.072-29.9993d
2000-01-01 04:57:00 EST,+252.068-30.0004d
2000-01-01 04:58:00 EST,+252.051-30d
2000-01-01 04:59:00 EST,+252.059-29.9976d
2000-01-01 05:00:00 EST,+252.054-30d
2000-01-01 05:01:00 EST,+252.091-30.0005d
2000-01-01 05:02:00 EST,+252.087-29.9998d
2000-01-01 05:03:00 EST,+252.088-29.9996d
2000-01-01 05:04:00 EST,+252.093-29.9988d
2000-01-01 05:05:00 EST,+252.083-29.9997d
2000-01-01 05:06:00 EST,+252.081-30d
2000-01-01 05:07:00 EST,+252.084-29.9995d
2000-01-01 05:08:00 EST,+252.075-29.9993d
2000-01-01 05:09:00 EST,+252.075-29.9993d
2000-01-01 05:10:00 EST,+252.076-29.9989d
2000-01-01 05:11:00 EST,+252.107-30.0007d
2000-01-01 05:12:00 EST,+252.107-30.0001d
2000-01-01 05:13:00 EST,+252.12-30.0005d
2000-01-01 05:14:00 EST,+252.123-29.999d
2000-01-01 05:15:00 EST,+252.14-30.0009d
2000-01-01 05:16:00 EST,+252.151-30.0021d
2000-01-01 05:17:00 EST,+252.137-29.9999d
2000-01-01 05:18:00 EST,+252.117-29.9986d
2000-01-01 05:19:00 EST,+252.113-29.9983d
2000-01-01 05:20:00 EST,+252.103-29.9981d
2000-01-01 05:21:00 EST,+252.084-29.9982d
2000-01-01 05:22:00 EST,+252.084-29.9982d
2000-01-01 05:23:00 EST,+252.079-29.9992d
2000-01-01 05:24:00 EST,+252.083-29.9996d
2000-01-01 05:25:00 EST,+252.074-30d
2000-01-01 05:26:00 EST,+252.066-30.0008d
2000-01-01 05:27:00 EST,+252.071-30.0127d
2000-01-01 05:28:00 EST,+252.077-30.0146d
2000-01-01 05:29:00 EST,+252.079-30.0143d
2000-01-01 05:30:00 EST,+252.074-30.002d
2000-01-01 05:31:00 EST,+252.104-30.0027d
2000-01-01 05:32:00 EST,+252.083-30.0036d
2000-01-01 05:33:00 EST,+252.073-30.0016d
2000-01-01 05:34:00 EST,+252.132-29.9923d
2000-01-01 05:35:00 EST,+252.126-29.9931d
2000-01-01 05:36:00 EST,+252.14-29.9926d
2000-01-01 05:37:00 EST,+252.083-30.0018d
2000-01-01 05:38:00 EST,+252.094-30.002d
2000-01-01 05:39:00 EST,+252.088-30.0014d
2000-01-01 05:40:00 EST,+252.073-30.0014d
2000-01-01 05:41:00 EST,+252.077-29.9992d
2000-01-01 05:42:00 EST,+252.062-29.9981d
2000-01-01 05:43:00 EST,+252.051-30.0021d
2000-01-01 05:44:00 EST,+252.057-30.0052d
2000-01-01 05:45:00 EST,+252.076-30.0049d
2000-01-01 05:46:00 EST,+252.086-30.0052d
2000-01-01 05:47:00 EST,+252.083-30.0047d
2000-01-01 05:48:00 EST,+252.083-30.0044d
2000-01-01 05:49:00 EST,+252.07-30.0041d
2000-01-01 05:50:00 EST,+252.06-30.0059d
2000-01-01 05:51:00 EST,+252.072-30.0057d
2000-01-01 05:52:00 EST,+252.072-30.0057d
2000-01-01 05:53:00 EST,+252.065-30.0066d
2000-01-01 05:54:00 EST,+252.104-30.0076d
2000-01-01 05:55:00 EST,+252.16-30.0011d
2000-01-01 05:56:00 EST,+252.163-30.001d
2000-01-01 05:57:00 EST,+252.142-29.9996d
2000-01-01 05:58:00 EST,+252.091-30.0212d
2000-01-01 05:59:00 EST,+252.098-30.0191d
2000-01-01 06:00:00 EST,+252.088-30.017d
2000-01-01 06:01:00 EST,+252.151-29.9919d
2000-01-01 06:02:00 EST,+252.141-29.9912d
2000-01-01 06:03:00 EST,+252.114-29.9926d
2000-01-01 06:04:00 EST,+252.044-30.0017d
2000-01-01 06:05:00 EST,+252.003-30.0002d
2000-01-01 06:06:00 EST,+251.979-29.9982d
2000-01-01 06:07:00 EST,+251.969-29.9976d
2000-01-01 06:08:00 EST,+251.97-29.9988d
2000-01-01 06:09:00 EST,+251.98-29.9981d
2000-01-01 06:10:00 EST,+251.984-29.996d
2000-01-01 06:11:00 EST,+252.004-30.0013d
2000-01-01 06:12:00 EST,+251.996-30.0003d
2000-01-01 06:13:00 EST,+251.995-29.9985d
2000-01-01 06:14:00 EST,+252.012-29.9975d
2000-01-01 06:15:00 EST,+252.032-29.9992d
2000-01-01 06:16:00 EST,+252.06-29.9979d
2000-01-01 06:17:00 EST,+252.069-29.9968d
2000-01-01 06:18:00 EST,+252.084-29.9985d
2000-01-01 06:19:00 EST,+252.084-29.9997d
2000-01-01 06:20:00 EST,+252.084-30.0004d
2000-01-01 06:21:00 EST,+252.101-30.0021d
2000-01-01 06:22:00 EST,+252.1-30.0011d
2000-01-01 06:23:00 EST,+252.103-30.0011d
2000-01-01 06:24:00 EST,+252.115-30.001d
2000-01-01 06:25:00 EST,+252.118-30.0048d
2000-01-01 06:26:00 EST,+252.113-30.0043d
2000-01-01 06:27:00 EST,+252.124-30.0149d
2000-01-01 06:28:00 EST,+251.958-30.0071d
2000-01-01 06:29:00 EST,+251.975-30.0082d
2000-01-01 06:30:00 EST,+251.975-30.0056d
2000-01-01 06:31:00 EST,+252.115-30.0077d
2000-01-01 06:32:00 EST,+252.093-30.008d
2000-01-01 06:33:00 EST,+252.086-30.0076d
2000-01-01 06:34:00 EST,+252.073-30.0073d
2000-01-01 06:35:00 EST,+252.079-30.0049d
2000-01-01 06:36:00 EST,+252.078-30.0048d
2000-01-01 06:37:00 EST,+252.069-30.0052d
2000-01-01 06:38:00 EST,+252.061-30.0059d
2000-01-01 06:39:00 EST,+252.032-30.0062d
2000-01-01 06:40:00 EST,+252.011-30.0056d
2000-01-01 06:41:00 EST,+251.986-30.0054d
2000-01-01 06:42:00 EST,+251.986-30.005d
2000-01-01 06:43:00 EST,+251.985-30.0043d
2000-01-01 06:44:00 EST,+251.983-30.0057d
2000-01-01 06:45:00 EST,+251.986-30.0058d
2000-01-01 06:46:00 EST,+251.984-30.0048d
2000-01-01 06:47:00 EST,+251.988-30.0041d
2000-01-01 06:48:00 EST,+252.009-30.0046d
2000-01-01 06:49:00 EST,+251.99-30.0031d
2000-01-01 06:50:00 EST,+251.388-29.9891d
2000-01-01 06:51:00 EST,+251.385-29.9874d
2000-01-01 06:52:00 EST,+251.377-29.9864d
2000-01-01 06:53:00 EST,+252.009-30.0037d
2000-01-01 06:54:00 EST,+252.016-30.0039d
2000-01-01 06:55:00 EST,+252.014-30.0282d
2000-01-01 06:56:00 EST,+251.766-30.0223d
2000-01-01 06:57:00 EST,+251.753-30.0246d
2000-01-01 06:58:00 EST,+251.793-30.017d
2000-01-01 06:59:00 EST,+251.819-30.0156d
2000-01-01 07:00:00 EST,+251.774-30.0151d
2000-01-01 07:01:00 EST,+251.696-30.0234d
2000-01-01 07:02:00 EST,+251.725-30.025d
2000-01-01 07:03:00 EST,+251.726-30.0248d
2000-01-01 07:04:00 EST,+251.769-30.0263d
2000-01-01 07:05:00 EST,+251.631-30.0232d
2000-01-01 07:06:00 EST,+251.639-30.0221d
2000-01-01 07:07:00 EST,+251.658-29.9738d
2000-01-01 07:08:00 EST,+251.824-29.9779d
2000-01-01 07:09:00 EST,+251.81-29.9772d
2000-01-01 07:10:00 EST,+251.759-29.9864d
2000-01-01 07:11:00 EST,+251.776-29.9852d
2000-01-01 07:12:00 EST,+251.783-29.9877d
2000-01-01 07:13:00 EST,+251.609-30.0154d
2000-01-01 07:14:00 EST,+251.599-30.0137d
2000-01-01 07:15:00 EST,+251.586-29.9898d
2000-01-01 07:16:00 EST,+251.742-30.0039d
2000-01-01 07:17:00 EST,+251.731-30.0057d
2000-01-01 07:18:00 EST,+251.756-30.0048d
2000-01-01 07:19:00 EST,+251.728-30.0213d
2000-01-01 07:20:00 EST,+251.507-30.0267d
2000-01-01 07:21:00 EST,+251.489-30.0235d
2000-01-01 07:22:00 EST,+251.485-30.0764d
2000-01-01 07:23:00 EST,+251.489-30.0581d
2000-01-01 07:24:00 EST,+251.47-30.0591d
2000-01-01 07:25:00 EST,+251.708-29.9477d
2000-01-01 07:26:00 EST,+251.73-29.947d
2000-01-01 07:27:00 EST,+251.191-29.9258d
2000-01-01 07:28:00 EST,+250.906-29.9694d
2000-01-01 07:29:00 EST,+250.917-29.967d
2000-01-01 07:30:00 EST,+251.689-29.9858d
2000-01-01 07:31:00 EST,+251.733-29.9808d
2000-01-01 07:32:00 EST,+251.736-29.9781d
2000-01-01 07:33:00 EST,+251.754-29.976d
2000-01-01 07:34:00 EST,+251.698-29.9833d
2000-01-01 07:35:00 EST,+251.701-29.9814d
2000-01-01 07:36:00 EST,+251.705-29.9816d
2000-01-01 07:37:00 EST,+251.694-29.9817d
2000-01-01 07:38:00 EST,+251.676-29.9796d
2000-01-01 07:39:00 EST,+251.503-29.9736d
2000-01-01 07:40:00 EST,+251.494-29.9753d
2000-01-01 07:41:00 EST,+251.528-29.9814d
2000-01-01 07:42:00 EST,+251.762-29.9757d
2000-01-01 07:43:00 EST,+251.753-29.9759d
2000-01-01 07:44:00 EST,+250.992-29.9601d
2000-01-01 07:45:00 EST,+250.929-29.9832d
2000-01-01 07:46:00 EST,+250.916-29.9816d
2000-01-01 07:47:00 EST,+251.947-30.0228d
2000-01-01 07:48:00 EST,+251.926-30.0075d
2000-01-01 07:49:00 EST,+251.941-30.0211d
2000-01-01 07:50:00 EST,+251.924-30.0047d
2000-01-01 07:51:00 EST,+251.68-29.9988d
2000-01-01 07:52:00 EST,+251.724-29.9931d
2000-01-01 07:53:00 EST,+251.701-29.9936d
2000-01-01 07:54:00 EST,+251.705-30.0081d
2000-01-01 07:55:00 EST,+251.672-30.0165d
2000-01-01 07:56:00 EST,+251.695-30.0104d
2000-01-01 07:57:00 EST,+251.713-30.0598d
2000-01-01 07:58:00 EST,+251.558-30.0548d
2000-01-01 07:59:00 EST,+251.529-30.0598d
2000-01-01 08:00:00 EST,+251.54-29.9966d
2000-01-01 08:01:00 EST,+251.226-29.9886d
2000-01-01 08:02:00 EST,+251.199-29.9875d
2000-01-01 08:03:00 EST,+251.365-29.9919d
2000-01-01 08:04:00 EST,+251.311-29.9919d
2000-01-01 08:05:00 EST,+251.353-30.0481d
2000-01-01 08:06:00 EST,+251.409-30.0977d
2000-01-01 08:07:00 EST,+251.439-30.0993d
2000-01-01 08:08:00 EST,+251.397-30.0445d
2000-01-01 08:09:00 EST,+251.331-29.988d
2000-01-01 08:10:00 EST,+251.331-29.9761d
2000-01-01 08:11:00 EST,+251.539-29.9821d
2000-01-01 08:12:00 EST,+251.54-29.9825d
2000-01-01 08:13:00 EST,+251.845-29.9419d
2000-01-01 08:14:00 EST,+251.815-29.9399d
2000-01-01 08:15:00 EST,+251.83-29.941d
2000-01-01 08:16:00 EST,+251.553-29.9827d
2000-01-01 08:17:00 EST,+250.919-29.967d
2000-01-01 08:18:00 EST,+251.112-29.9718d
2000-01-01 08:19:00 EST,+251.121-29.9713d
2000-01-01 08:20:00 EST,+251.726-29.9855d
2000-01-01 08:21:00 EST,+251.759-29.9857d
2000-01-01 08:22:00 EST,+251.764-29.9876d
2000-01-01 08:23:00 EST,+251.742-29.9862d
2000-01-01 08:24:00 EST,+251.987-29.988d
2000-01-01 08:25:00 EST,+251.98-29.9866d
2000-01-01 08:26:00 EST,+251.961-29.984d
2000-01-01 08:27:00 EST,+251.928-29.9901d
2000-01-01 08:28:00 EST,+251.352-29.9743d
2000-01-01 08:29:00 EST,+251.351-29.9743d
2000-01-01 08:30:00 EST,+250.576-29.9559d
2000-01-01 08:31:00 EST,+251.173-29.9704d
2000-01-01 08:32:00 EST,+251.154-29.9711d
